id,price,productDisplayName,variantName,brandName,ageGroup,gender,fashionType,season,year,usage,displayCategories,thumbnail,styleImages_default,masterCategory,subCategory,articleType,productDescriptors,description,namekor,summary,image_summary,tags
32208,236000,Fabindia Women Orange Kurta,Solid,Fabindia,Adults-Women,Women,Fashion,Summer,2012,Ethnic,Ethnic Wear,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Fabindia-Women-Orange-Kurta_5ebdcbe260f420dc138ac7ffbe7be71a_images.jpg",http://assets.myntassets.com/v1/images/style/properties/Fabindia-Women-Orange-Kurta_5ebdcbe260f420dc138ac7ffbe7be71a_images.jpg,Apparel,Topwear,Kurtas,"<p>Orange kurta with a V-neck, has three quarter see-through sleeves, red and gold piping along the neckline and cuffs, pin-tucks on either sides of the placket down to the hem, gold print on the bottom half of the kurta, lining and a vented hem</p>","오렌지 빛 쿠르타로 여름 날의 열기를 식혀보세요!

파빈디아의 이 아름다운 쿠르타는 V넥 라인과 3/4 반투명 소매가 특징입니다. 목선과 소매 단에는 붉은색과 금색 파이핑 장식이 더해져 고급스러움을 자랑합니다. 앞여밈 양쪽으로는 핀턱 주름이 멋스러운 디테일을 더하고, 쿠르타 하단에는 금색 프린트가 화려한 분위기를 자아냅니다. 통기성 좋은 소재와 벤트 헴 라인으로 활동성도 좋습니다. 

이 쿠르타 하나만으로도 여름 무더위를 상쾌하게 날려버릴 수 있습니다. 파빈디아의 오렌지 쿠르타로 에스닉 웨어의 매력에 푹 빠져보세요!",파빈디아 여성 오렌지 쿠르타,"오렌지색 쿠르타는 V넥크라인, 3/4 반투명 소매, 목선과 소매 단에 빨간색과 금색 파이핑 장식, 앞여밈 양쪽에 핀턱 주름이 있고 아래쪽에 금색 프린트가 있는 여성용 에스닉 웨어입니다.","이미지는 오렌지색 쿠르타를 입은 여성을 보여주고 있습니다. 쿠르타는 V넥크라인과 3/4 반투명 소매, 목선과 소매 단에 빨간색과 금색 파이핑 장식이 있습니다. 앞여밈 양쪽에는 핀턱 주름이 있고 아래쪽에는 금색 프린트가 있는 것을 확인할 수 있습니다.","['오렌지색', '솔리드', 'V넥크라인', '3/4소매', '반투명', '파이핑', '핀턱', '프린트', '쿠르타', '에스닉웨어']"
22081,69900,Vishudh Women Sea Green Floral Printed Kurta,FSQUARE,Vishudh,Adults-Women,Women,Fashion,Fall,2011,Ethnic,Ethnic Wear,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/d7ca66da47678aa1f4577648e81e2025_images.jpg",http://assets.myntassets.com/v1/images/style/properties/d7ca66da47678aa1f4577648e81e2025_images.jpg,Apparel,Topwear,Kurtas,"Sea green floral print kurta with tonal paisley print accents, has a V neck with taping, short sleeves, contrast overlay along empire waist, and vented hem<br>","여성분들께 제안드리는 Vishudh 브랜드의 바다 녹색 꽃무늬 프린트 쿠르타입니다. 이 쿠르타는 고전적인 에스닉 스타일과 현대적인 감각이 절묘하게 어우러져 있습니다. 

V넥 라인과 짧은 소매, 가슴 부분의 대비되는 오버레이 디자인이 여성스러운 실루엣을 연출합니다. 바다 녹색 바탕에 아름다운 꽃무늬가 프린트되어 있고, 페이즐리 무늬 액센트가 더해져 고급스러운 분위기를 자아냅니다. 

이 쿠르타는 가을 시즌에 착용하기 완벽한 아이템입니다. 편안하면서도 세련된 룩을 원하는 당신께 이 제품을 강력 추천드립니다. 일상생활부터 파티 자리까지 다양한 무대에서 스타일리시한 옷차림을 완성할 수 있을 것입니다. 지금 바로 Vishudh의 매력적인 쿠르타를 만나보세요!",비슈드 여성 바다 녹색 꽃무늬 프린트 쿠르타,이 제품은 바다 녹색 꽃무늬 프린트가 있는 전통적인 인도 스타일의 쿠르타입니다.,"이미지는 짧은 소매가 있는 V넥 쿠르타를 입은 여성을 보여주고 있습니다. 쿠르타는 바다 녹색 바탕에 흰색 꽃무늬 프린트가 있고, 허리 부분에 패턴이 있는 오버레이가 있습니다. 전체적으로 전통적인 인도 스타일의 의상입니다.","['바다 녹색', '꽃무늬', '프린트', '쿠르타', 'V넥', '짧은 소매', '오버레이', '전통', '인도 스타일']"
31117,19900,Gini and Jony Girls White Top,Solid,Gini and Jony,Kids-Girls,Girls,Fashion,Summer,2012,Casual,Casual Wear,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/63e4f7008a21ad52e8e004ec132987dd_images.jpg",http://assets.myntassets.com/v1/images/style/properties/63e4f7008a21ad52e8e004ec132987dd_images.jpg,Apparel,Topwear,Tops,"<p><strong>Composition</strong><br /> White round neck top made of 100% cotton, has short sleeves and embroidered branding on the left chest<br /> <br /><strong> Fit</strong><br /> Regular<br /> <br /><strong> Wash care<br /></strong> Use mild detergents<br /> Do not tumble dry<br /> Do not iron on embellishments<br /> Use warm iron<br /> Remove all detachable accessories before washing or ironing<br /> <br /> Gini and Jony has come up with this pretty top for the apple of your eye! Dress her up in this girly top in comfy cotton and a pair of jeans or a skirt.</p>","여름 햇살 아래 반짝이는 당신의 천사 같은 아이를 위한 완벽한 옷!

Gini and Jony의 새로운 화이트 반팔 티셔츠는 100% 순면으로 제작되어 부드럽고 통기성이 좋습니다. 라운드 네크라인과 짧은 소매 디자인으로 활동하기에 편안하며, 가슴 부분에 자수 로고가 포인트를 줍니다. 

평범한 데님 팬츠나 귀여운 스커트에 매치하기 좋은 이 티셔츠 하나로 당신의 공주는 사랑스러운 여름 룩을 완성할 수 있습니다. 부드러운 면 소재가 피부를 자극하지 않아 하루 종일 편안하게 입을 수 있죠.

지금 바로 Gini and Jony의 화이트 반팔 티셔츠를 주문하세요. 당신의 소중한 아이를 위한 스타일리시하고 실용적인 선물이 될 것입니다!",지니 앤 조니 걸즈 화이트 탑,이 제품은 여자 아이들을 위한 화이트 라운드 넥 반팔 티셔츠입니다.,이미지는 흰색 반팔 티셔츠를 보여주고 있습니다. 티셔츠는 라운드 넥 디자인이며 면 소재로 만들어졌습니다. 왼쪽 가슴 부분에 작은 브랜드 로고 자수가 있습니다.,"['화이트', '라운드넥', '반팔', '면', '솔리드', '여아', '캐주얼웨어']"
56910,99900,HM Women Red Flats,19,HM,Adults-Women,Women,Fashion,Winter,2012,Casual,Footwear,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/HM-Women-Red-Sandals_6989885ffe7decae61ce086f127490a1_images.jpg",http://assets.myntassets.com/v1/images/style/properties/HM-Women-Red-Sandals_6989885ffe7decae61ce086f127490a1_images.jpg,Footwear,Shoes,Heels,<p>Open toed thong style upper with a synthetic toe separator <br />Mid-foot broad strap with a criss-cross design woven through eyelets<br /> Padded beige and red foot-bed <br /> Non-slip out-sole with a short heel and grooves on the heel</p>,"여성분들께 제안 드리는 이 빨간색 플랫 샌들은 HM 브랜드의 2012년 겨울 시즌 제품입니다. 캐주얼하면서도 세련된 디자인으로 일상생활에서 편안하게 신으실 수 있습니다.

발가락 부분이 오픈토 스타일로 되어 있고, 발등 부분에는 가죽 스트랩이 엑스 모양으로 교차되어 있어 발을 안전하게 잡아줍니다. 푹신한 베이지와 레드 컬러의 인솔이 발바닥을 부드럽게 감싸 안아 줍니다. 

미끄럼 방지 아웃솔과 낮은 굽높이로 편안한 착화감을 선사하며, 발꿈치 부분의 홈 디자인이 포인트가 됩니다. 

이번 시즌 가장 트렌디한 레드 컬러와 실용적인 디자인이 어우러진 HM 플랫 샌들로 스타일리시한 데일리 룩을 완성해보세요.",에이치엠 여성 레드 플랫,이 제품은 에이치엠 브랜드의 레드 컬러 여성용 캐주얼 플랫 샌들입니다.,이미지는 레드 컬러의 오픈토 플랫 샌들을 보여주고 있습니다. 발가락 부분이 오픈되어 있고 발등 부분에 가죽 스트랩이 엑스 형태로 교차되어 있습니다. 밑창은 미드힐 형태이며 노란색 밑창이 특징입니다.,"['레드', '가죽', '오픈토', '플랫', '스트랩', '미드힐', '캐주얼']"
50982,120000,Enamor Women Maroon Robe,DNDRESSUP,Enamor,Adults-Women,Women,Fashion,Summer,2017,Casual,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/c8a1a504ce8d77131881c7a93ceacbdd_images.jpg",http://assets.myntassets.com/v1/images/style/properties/c8a1a504ce8d77131881c7a93ceacbdd_images.jpg,Apparel,Loungewear and Nightwear,Robe,"<p><strong>Style Note</strong><br /> enamor's range of flirty and pretty nightdresses are quite impressive. Capturing the mood of the season in the colours, fabric and designs, your beauty sleep is is made even more comfortable by this range. Enjoy the obvious cutesy look of this pink nightdress. <br /> <br /> <strong>Product Details</strong><br /> Maroon robe, has a sash to tie around the waist and insert pockets near the waist on the sides and sash inside that can be tied to hold the robe in place<br /> <br /> <strong>Material and Care</strong><br /> Fabric: 100% polyester<br /> Trims: 79% nylon, 11% elastane and 10% rayon<br /> Hand wash <br /> Do not bleach<br /> Do not iron<br /> <br /> <strong>Size and Fit</strong><br /> Regular fit<br /> The model (height 5'8"" and chest 33"") is wearing a size L</p>","여성들을 위한 완벽한 홈웨어, 에나모르의 마룬 로브를 소개합니다. 

편안함과 스타일을 동시에 잡은 이 로브는 여유로운 주말 아침을 더욱 특별하게 만들어 줄 것입니다. 부드러운 폴리에스터 소재가 피부를 자극하지 않고 가볍고 실키한 터치감을 선사합니다. 허리 끈으로 원하는 대로 핏을 조절할 수 있고, 양쪽 주머니가 있어 실용성도 갖추었죠.

마룬 색상은 고혹적이면서도 차분한 분위기를 자아내며, 여성스러운 무드를 한층 업그레이드합니다. 이제 에나모르 로브 하나만 있으면 편안하고 아름다운 하루를 시작할 수 있습니다. 홈웨어에 새로운 기준을 제시하는 이 로브로 일상에 작은 사치를 더해보세요.",에나모르 여성 와인 레드 로브,이 제품은 허리에 묶을 수 있는 벨트와 주머니가 있는 와인 레드 색상의 여성용 로브입니다.,이미지는 와인 레드 색상의 폴리에스터 소재 여성용 로브를 착용한 모델을 보여주고 있습니다. 로브에는 허리를 묶을 수 있는 벨트와 양쪽 허리 부분에 주머니가 있습니다. 디자인은 단순하지만 우아한 스타일입니다.,"['와인레드', '폴리에스터', '로브', '벨트', '주머니', '여성용', '캐주얼']"
43190,79500,Fastrack Women White Dial Watch,Dial,Fastrack,Adults-Women,Women,Fashion,Winter,2016,Casual,Accessories,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/1c5acff37ece119c5adfe594c2b4bdcd_images.jpg",http://assets.myntassets.com/v1/images/style/properties/1c5acff37ece119c5adfe594c2b4bdcd_images.jpg,Accessories,Watches,Watches,-,"시간을 멋지게 차별화하세요! 패스트랙의 새로운 여성 화이트 다이얼 시계를 소개합니다.

이 시계는 세련되고 스타일리시한 디자인으로 당신의 손목을 아름답게 장식할 것입니다. 화이트 다이얼과 레드 포인터가 조화를 이루어 시선을 사로잡는 매력적인 조합을 자랑합니다. 블랙 러버 스트랩은 편안한 착용감을 선사하며, 캐주얼한 스타일에 완벽하게 어울립니다.

이 패스트랙 시계는 2016년 겨울 컬렉션의 하이라이트 제품입니다. 트렌디한 디자인과 실용성을 겸비한 이 시계는 당신의 개성을 한층 더 돋보이게 해줄 것입니다. 일상 생활에서 특별한 순간까지, 이 시계는 언제 어디서나 당신의 스타일을 완성해줄 것입니다.

지금 바로 주문하세요! 한정 수량이므로 서두르는 것이 좋습니다. 패스트랙 여성 화이트 다이얼 시계로 당신만의 시간을 아름답게 간직하세요.",패스트랙 여성 화이트 다이얼 시계,이 제품은 화이트 다이얼과 레드 포인터가 특징인 캐주얼 패션 시계입니다.,이 이미지는 블랙 실리콘 밴드에 화이트 다이얼과 레드 포인터가 있는 스포티한 디자인의 아날로그 쿼츠 시계를 보여줍니다. 다이얼 주변에는 레드 베젤이 있어 시계에 포인트를 더합니다.,"['화이트', '레드', '블랙', '실리콘', '아날로그', '쿼츠', '스포티', '캐주얼']"
58385,45400,Locomotive Men Dark Grey T-shirt,UBL TS DR Jer So,LOCOMOTIVE,Adults-Men,Men,Fashion,Summer,2012,Casual,Casual Wear,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Locomotive-Men-Grey-T-shirt_003d3f6923dae8be550247b47de08e1b_images.jpg",http://assets.myntassets.com/v1/images/style/properties/Locomotive-Men-Grey-T-shirt_003d3f6923dae8be550247b47de08e1b_images.jpg,Apparel,Topwear,Tshirts,"<p>Dark Grey t-shirt that has a round ribbed neck, short sleeves and graphic print on the front</p>","여름 날씨에 딱 어울리는 로코모티브 남성 다크 그레이 티셔츠를 소개합니다. 이 티셔츠는 라운드 리브 넥과 짧은 소매로 편안한 착용감을 자랑합니다. 무엇보다 가슴 부분에 있는 그래픽 프린트가 시선을 사로잡습니다. 도시의 모습을 세련되게 표현한 이 디자인은 당신의 스타일에 독특한 매력을 더해줄 것입니다. 

캐주얼하면서도 트렌디한 이 티셔츠 하나만으로도 당신의 룩은 완성됩니다. 데님 팬츠나 쇼트 팬츠와 매치하면 스타일리시한 데일리 룩을 연출할 수 있습니다. 로코모티브 브랜드의 높은 퀄리티와 합리적인 가격으로 만나보실 수 있는 이 티셔츠는 여름 시즌 아이템으로 강력 추천합니다. 지금 바로 주문하세요!",로코모티브 남성 다크 그레이 티셔츠,이 제품은 앞면에 그래픽 프린트가 있는 라운드 리브 넥과 짧은 소매가 있는 다크 그레이 색상의 티셔츠입니다.,이미지는 다크 그레이 색상의 반팔 티셔츠를 착용한 남성을 보여주고 있습니다. 티셔츠 앞면에는 건물 이미지가 프린트되어 있는 그래픽 디자인이 있습니다. 티셔츠 소재는 면과 같은 부드러운 소재로 보입니다.,"['다크그레이', '그래픽프린트', '라운드넥', '반팔', '면', '캐주얼웨어']"
7017,179900,s.Oliver Women White T-shirt,Liberty and freedom white tee,s.Oliver,Adults-Women,Women,Fashion,Summer,2011,Casual,"Casual Wear,Sale","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/c094a3bb748edcb3484774297da278a1_images.jpg",http://assets.myntassets.com/v1/images/style/properties/c094a3bb748edcb3484774297da278a1_images.jpg,Apparel,Topwear,Tshirts,"<p style=""text-align: justify;"">White t-shirt with mega sleeves, softly ribbed neckline and cuff with snipped edge detailing, graphic print on the front with lettering, metallic embellishments, appliqued designs and brand name printed on the back of the neck</p>
<p style=""text-align: justify;""><br /><br /><em><br /></em></p>","자유와 해방감을 느낄 수 있는 s.Oliver의 화이트 티셔츠를 소개합니다. 이 티셔츠는 여름 날씨에 완벽한 캐주얼 웨어입니다.

부드러운 리브 넥라인과 커프스의 가장자리 디테일이 돋보이는 이 티셔츠는 메가 슬리브 디자인으로 트렌디한 스타일을 연출합니다. 앞면에는 그래픽 프린트와 레터링, 반짝이는 메탈릭 장식, 어플리케 디자인이 적용되어 개성 있는 룩을 완성합니다. 

등 뒷면에는 브랜드 로고가 새겨져 있어 세련된 분위기를 자아냅니다. 화이트 컬러는 청량감과 깨끗한 이미지를 더해주며, 데님 팬츠나 쇼츠와 매치하면 스타일리시한 데일리 룩을 연출할 수 있습니다.

자유로움과 활력을 상징하는 s.Oliver의 화이트 티셔츠로 여름 시즌 패션을 물씬 느껴보세요!",s.올리버 여성 화이트 티셔츠,화이트 컬러에 그래픽 프린트와 금속 장식이 있는 캐주얼 여성용 티셔츠입니다.,"이미지는 V넥 디자인의 흰색 반팔 티셔츠를 착용한 여성을 보여주고 있습니다. 티셔츠 앞면에는 그래픽 프린트와 금속 장식이 있고, 소매 끝단과 넥라인에는 리브 디테일이 있습니다.","['화이트', '그래픽프린트', '금속장식', '반팔', 'V넥', '리브디테일', '여성', '캐주얼']"
2689,49900,Inkfruit Women Happy Dolphin Purple T-shirt,Happy Dolfin,Inkfruit,Adults-Women,Women,Fashion,Summer,2011,Casual,"Casual Wear,Sale","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/c7d4e31596bbc421597bfdcdfae83c7c_images.jpg",http://assets.myntassets.com/v1/images/style/properties/c7d4e31596bbc421597bfdcdfae83c7c_images.jpg,Apparel,Topwear,Tshirts,"<p><strong>Composition:</strong><br />Purple t-shirt in 100% cotton<br /><br /><strong>Wash care:</strong></p>
<ul>
<li>Light machine wash</li>
<li>Warm iron on reverse &nbsp;</li>
<li>Dry flat/ reverse</li>
<li>Do not scrub, bleach or dry clean</li>
</ul>
<p style=""text-align: justify;""><strong>Fitting:</strong><br />Comfort Fit<br /><br />If you love dolphins and the ocean, here's the perfect tee for you from inkfruit. This purple t-shirt is all about your love for the fun-loving sea creatures. Couple it with smart casuals and wear it to college and outings with friends.<br /><br />Model statistics:<br />1. The model wears size S in t-shirts <br />2.&nbsp; Chest-32"""", Waist-28""""</p>","바다를 사랑하는 당신을 위한 특별한 티셔츠가 있습니다! 인크프루트에서 선보이는 이 보라색 티셔츠는 귀여운 돌고래 프린트가 매력적입니다. 100% 코튼 소재로 편안한 착용감을 자랑하며, 밝고 생동감 넘치는 색상이 여름 날씨에 잘 어울립니다. 

친구들과 캠퍼스 생활을 하거나 외출 시 스마트 캐주얼 룩에 매치하면 당신의 개성을 돋보이게 해줄 것입니다. 바다와 돌고래를 사랑하는 분들께 적극 추천하는 제품입니다. 지금 바로 주문하여 여유로운 휴가 시즌을 준비해보세요!",인크프루트 여성 해피 돌고래 보라색 티셔츠,바다 생물 돌고래 디자인이 있는 캐주얼한 보라색 반팔 티셔츠입니다.,"이 이미지는 보라색 반팔 티셔츠로, 앞면에 파란색과 빨간색으로 돌고래 디자인이 프린트되어 있습니다. 면 소재로 만들어진 여성용 캐주얼 스타일의 티셔츠입니다.","['보라색', '면', '반팔', '프린트', '돌고래', '캐주얼', '여성용']"
57042,280000,Elle Black Dress,LBD,Elle,Adults-Women,Women,Fashion,Summer,2012,Casual,Casual Wear,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Elle-Black-Dress_6e1e3ca9fdc073f8f7a63a4f0cf4ed63_images.jpg",http://assets.myntassets.com/v1/images/style/properties/Elle-Black-Dress_6e1e3ca9fdc073f8f7a63a4f0cf4ed63_images.jpg,Apparel,Dress,Dresses,"<p>Black dress, woven, sleeveless, has a round neckline, pleats down centre front and centre back and shimmery grey lining inside</p>","여름 날씨에 딱 어울리는 엘르 블랙 드레스를 소개합니다. 이 드레스는 우아하면서도 세련된 디자인으로 당신의 아름다운 몸매를 돋보이게 해줄 것입니다. 소매 없는 라운드 넥라인과 앞뒤로 잡힌 플리츠 디테일이 고급스러운 분위기를 자아내며, 안감에 은은한 그레이 광택이 더해져 고급스러움을 한층 높였습니다. 캐주얼하면서도 세련된 스타일로 어디서나 멋스러운 룩을 연출할 수 있는 이 드레스는 여름 옷장의 필수품이 될 것입니다. 지금 바로 엘르 블랙 드레스를 만나보세요!",엘 블랙 드레스,이 제품은 여성용 캐주얼 블랙 드레스로 보입니다.,이미지는 검은색 민소매 드레스를 착용한 여성 모델을 보여주고 있습니다. 드레스는 라운드 네크라인과 앞뒤로 주름 장식이 있으며 안감은 은회색 광택이 있습니다.,"['블랙', '민소매', '라운드넥', '주름장식', '캐주얼', '여성복', '원피스']"
16863,155000,Idee Women Funky Eyewear Black Sunglasses,Funky Eyewear,I DEE,Adults-Women,Women,Fashion,Winter,2016,Casual,Accessories,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/fd456bcef84bc030e7e3b0da1af650ca_images.jpg",http://assets.myntassets.com/v1/images/style/properties/fd456bcef84bc030e7e3b0da1af650ca_images.jpg,Accessories,Eyewear,Sunglasses,"<p>High on style, this pair of sunglasses from IDEE comes in a styled frame. An eclectic mixture of fashion and substance, its shape provides the perfect Fit over the root of your nose. These glasses come with a sturdy case for safekeeping.<br /> <br /> Tinted lens for use in normal daylight conditions<br /> Plastic frame in an aerodynamic design<br /> Oval lens for absolute style and protection from elements<br /> Flexible hinges for durability and ease of wear<br /> Fixed nose holder to hold the glasses in place, ensuring there is no friction with the skin<br /> <br /> <strong>Care</strong><br /> Remove dust and grime by gently wiping the lens with the cloth provided<br /> Remove oil or tough stains with the help of a lens cleaner<br /> Do not use your fingers on such stains<br /> Do not place glasses on uneven surface or heated areas like the dashboard of a car</p>","스타일과 품격을 겸비한 IDEE의 이 선글라스는 당신의 패션 센스를 한층 업그레이드시켜 줄 것입니다. 

유려한 곡선과 에어로다이나믹한 디자인이 돋보이는 플라스틱 프레임은 당신의 콧등을 편안하게 감싸 안정감 있게 착용할 수 있습니다. 오벌 렌즈는 스타일리시한 동시에 자외선으로부터 눈을 보호해주죠. 

이 선글라스에는 튼튼한 케이스도 포함되어 있어 안전하게 보관할 수 있습니다. 유연한 힌지 역시 내구성과 착용감을 높여줍니다. 

IDEE 선글라스로 당신의 개성을 마음껏 발산하세요. 트렌디한 스타일과 실용성을 모두 갖춘 이 제품은 일상에 활력을 불어넣어 줄 것입니다. 지금 바로 주문하여 당신만의 패셔너블한 무드를 완성해보세요!",아이디 여성 펑키 아이웨어 블랙 선글라스,이 제품은 스타일리시한 프레임의 아이디 브랜드 여성용 선글라스입니다.,이미지는 검은색 플라스틱 재질의 대형 오벌 렌즈가 달린 여성용 선글라스를 보여주고 있습니다. 프레임은 에어로다이나믹 디자인으로 코 뿌리에 잘 맞습니다.,"['블랙', '플라스틱', '오벌렌즈', '여성용', '에어로다이나믹디자인', '코받침대', '선글라스']"
6577,189500,Nike Men Arsenal Home Stadium Red Jersey,ARSENAL SS HOME STADIUM JSY,Nike,Adults-Men,Men,Fashion,Summer,2011,Sports,"Sports Wear,Sale","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/7fede24b0ccdca5e4e96ecdc82c3ed62_images.jpg",http://assets.myntassets.com/v1/images/style/properties/7fede24b0ccdca5e4e96ecdc82c3ed62_images.jpg,Apparel,Topwear,Tshirts,"<p><strong>Composition</strong><br />Red round neck Arsenal jersey with white border around the neck, logo embroidered on left chest, chest print, white sleeves and nike swoosh on right chest<br /><br /><strong>Fitting<br /></strong>Regular<br /><br /><strong>Wash care<br /></strong></p>
<br/><ul>
<br/><li>Machine wash cold with like colours</li>
<br/><li>Use mild detergent </li>
<br/><li>Do not bleach </li>
<br/><li>Avoid soaking </li>
<br/><li>Remove immediately</li>
<br/><li>Do not allow to lay on itself when wet </li>
<br/><li>Line dry inside-out in shade </li>
<br/><li>Cool iron only </li>
<br/><li>Do not iron directly on print/embroidery</li>
<br/><li>Do not dry clean</li>
<br/></ul>
<br/><p style=""text-align: justify;"">With a design for elite performance and club symbols for the winning side, the 2010/11 Arsenal football Club Official home men's Soccer Jersey honours the tradition and fierce style of play the Gunner's have long been known and revered for. Team this with performance <a href='/men-shorts?src=desc' class='seolink'>shorts</a>, tracks and even jeans, coupled with <a href='/sports-shoes?src=desc' class='seolink'>sports shoes</a> for that cool, casual look.</p>","아스날 팬들을 위한 최고의 선물! 나이키 아스날 홈 스타디움 레드 저지를 소개합니다.

전설적인 아스날의 역사와 열정을 담은 이 저지는 2010/11 시즌 공식 유니폼입니다. 화려한 레드 컬러에 흰색 넥라인과 소매 디테일이 더해져 클래식한 아스날 스타일을 완벽히 구현했습니다. 가슴팍에 자수된 아스날 엠블럼과 나이키 로고가 당신의 팀 자부심을 과시할 수 있게 해줍니다. 

이 저지는 최고급 소재와 정교한 디자인으로 뛰어난 활동성과 착용감을 자랑합니다. 게임 관람부터 일상 캐주얼 웨어까지 다양한 스타일에 매치할 수 있죠. 아스날의 열정적인 플레이와 같은 당신의 스타일을 완성해 보세요!",나이키 남성 아스널 홈 스타디움 레드 저지,이 제품은 아스널 축구팀의 홈 유니폼 스타일의 레드 티셔츠입니다.,"이미지는 레드 컬러의 라운드 넥 티셔츠로 흰색 넥라인 테두리, 왼쪽 가슴에 아스널 로고 자수, 가슴 프린트, 흰색 소매, 오른쪽 가슴에 나이키 스우시가 있습니다.","['레드', '라운드넥', '축구유니폼', '면', '프린트', '자수', '나이키', '아스널']"
35665,119900,U.S. Polo Assn. Men White Flip Flops,Casual,U.S. Polo Assn.,Adults-Men,Men,Core,Summer,2013,Casual,Footwear,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/8d0bfee093ed0e587274e724172a81c8_images.jpg",http://assets.myntassets.com/v1/images/style/properties/8d0bfee093ed0e587274e724172a81c8_images.jpg,Footwear,Flip Flops,Flip Flops,"Open toed white flip flops, has a thong style upper<br>Soft footbed with stitch detailing<br>Tough rubber sole with grooves all over<br>","여름 내내 시원하고 편안한 착화감을 선사할 U.S. 폴로 아쏜의 화이트 플립플롭을 소개합니다. 이 신발은 오픈토 디자인으로 발가락 부분이 트여 있어 통풍이 잘되며, 부드러운 풋베드와 스티치 디테일이 더해져 걸을 때마다 안락함을 느낄 수 있습니다. 또한 견고한 고무 밑창에는 그루브 패턴이 새겨져 있어 미끄럼 방지는 물론 충격 흡수력이 뛰어납니다. 캐주얼한 스타일에 잘 어울리는 이 플립플롭 한 켤레만 있으면 무더운 여름철 스타일리시하게 거리를 활보할 수 있습니다. 발에 쾌적함을 선사하는 U.S. 폴로 아쏜 화이트 플립플롭으로 시원한 여름나기를 즐겨보세요!",U.S. 폴로 아쎈 남성 화이트 플립플롭,이 제품은 U.S. 폴로 아쎈 브랜드의 남성용 캐주얼 화이트 플립플롭입니다.,"이미지는 화이트 컬러의 열린 발가락 플립플롭을 보여주고 있습니다. 발등 부분은 밴드 스타일이며, 푹신한 인솔과 고무 밑창이 있는 것으로 보입니다.","['화이트', '플립플롭', '고무', '열린발가락', '밴드스타일', '캐주얼', '남성']"
43239,359900,Reebok Men White Swift Sports Shoes,Swift,Reebok,Adults-Men,Men,Fashion,Summer,2012,Sports,Footwear,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/82183512d51a736dcf3131a1390ae94e_images.jpg",http://assets.myntassets.com/v1/images/style/properties/82183512d51a736dcf3131a1390ae94e_images.jpg,Footwear,Shoes,Sports Shoes,"<p>Mesh upper with synthetic overlays for a good shoe structure<br /> Has central lace-ups with mesh padding inside<br /> Soft LiteRide insole with a cushioned feel<br /> Thick foamy outsole with nubs and grooves, has an arched midfoot</p>","활기찬 스포츠 라이프를 위한 리복의 Swift 스포츠화

여러분, 스포츠와 활동적인 라이프스타일을 사랑하는 분들을 위한 완벽한 제품을 소개합니다. 리복의 Swift 스포츠화는 메쉬 소재와 합성 오버레이로 견고한 구조를 자랑하며, 중앙 레이스업 디자인과 메쉬 패딩 안감으로 편안한 착화감을 선사합니다. 

LiteRide 인솔은 부드러운 쿠셔닝을 제공하고, 두꺼운 폼 아웃솔에는 너브와 홈이 있어 탁월한 그립력을 발휘합니다. 발등 부분의 아치형 디자인 역시 안정감 있는 착화감을 더해줍니다. 

이번 여름, 활력 넘치는 스포츠 라이프를 위해 리복 Swift 스포츠화와 함께 하세요. 스타일리시한 디자인과 탁월한 기능성으로 당신의 액티브한 라이프스타일을 완벽하게 보조해 줄 것입니다.",리복 남성 화이트 스위프트 스포츠 신발,이 제품은 메쉬 소재의 화이트 컬러 스포츠 신발로 보입니다.,"이미지는 화이트 컬러의 메쉬 소재 스포츠 신발을 보여주고 있습니다. 신발 앞코 부분에 레드 컬러 포인트가 있고, 밑창은 두꺼운 고무 소재로 되어 있습니다.","['화이트', '메쉬', '스포츠', '런닝화', '레드 포인트', '고무 밑창']"
